Property Address,,Property City,,,,,,Property State,,,Property Zip Code,Full URL UTF-8
870 INDIANOLA DR,870%20INDIANOLA%20DR,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-4290,870%20INDIANOLA%20DR%20MERRITT%20ISLAND%20FL%2032953-4290
436 ENDEAVOUR LN,436%20ENDEAVOUR%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953,436%20ENDEAVOUR%20LN%20MERRITT%20ISLAND%20FL%2032953
860 INDIANOLA DR,860%20INDIANOLA%20DR,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-4290,860%20INDIANOLA%20DR%20MERRITT%20ISLAND%20FL%2032953-4290
460 PYBER LN,460%20PYBER%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-8251,460%20PYBER%20LN%20MERRITT%20ISLAND%20FL%2032953-8251
2930 MARITIME LN,2930%20MARITIME%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-8249,2930%20MARITIME%20LN%20MERRITT%20ISLAND%20FL%2032953-8249
2075 N TROPICAL TRL,2075%20N%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-4264,2075%20N%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032953-4264
2920 MARITIME LN,2920%20MARITIME%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-8249,2920%20MARITIME%20LN%20MERRITT%20ISLAND%20FL%2032953-8249
1685 N TROPICAL TRL,1685%20N%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-4331,1685%20N%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032953-4331
2005 N TROPICAL TRL,2005%20N%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-4264,2005%20N%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032953-4264
1985 N TROPICAL TRL,1985%20N%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-4262,1985%20N%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032953-4262
1437 N TROPICAL TRL,1437%20N%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953,1437%20N%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032953
1433 N TROPICAL TRL,1433%20N%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-4349,1433%20N%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032953-4349
1325 N TROPICAL TRL,1325%20N%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-6036,1325%20N%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032953-6036
495 OAKWOOD CT,495%20OAKWOOD%20CT,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-6054,495%20OAKWOOD%20CT%20MERRITT%20ISLAND%20FL%2032953-6054
1275 N TROPICAL TRL,1275%20N%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953,1275%20N%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032953
565 ROBINHOOD DR,565%20ROBINHOOD%20DR,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-6045,565%20ROBINHOOD%20DR%20MERRITT%20ISLAND%20FL%2032953-6045
1225 N TROPICAL TRL,1225%20N%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-6030,1225%20N%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032953-6030
490 MELODY LN,490%20MELODY%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-6004,490%20MELODY%20LN%20MERRITT%20ISLAND%20FL%2032953-6004
470 MELODY LN,470%20MELODY%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-6004,470%20MELODY%20LN%20MERRITT%20ISLAND%20FL%2032953-6004
475 MELODY LN,475%20MELODY%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-6003,475%20MELODY%20LN%20MERRITT%20ISLAND%20FL%2032953-6003
865 N INDIAN RIVER DR,865%20N%20INDIAN%20RIVER%20DR,COCOA,%,20,COCOA,%,20,FL,%,20,32922-7530,865%20N%20INDIAN%20RIVER%20DR%20COCOA%20FL%2032922-7530
1331 N TROPICAL TRL,1331%20N%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32953-6036,1331%20N%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032953-6036
855 N INDIAN RIVER DR,855%20N%20INDIAN%20RIVER%20DR,COCOA,%,20,COCOA,%,20,FL,%,20,32922-7530,855%20N%20INDIAN%20RIVER%20DR%20COCOA%20FL%2032922-7530
1900 N BANANA RIVER DR,1900%20N%20BANANA%20RIVER%20DR,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-5500,1900%20N%20BANANA%20RIVER%20DR%20MERRITT%20ISLAND%20FL%2032952-5500
1787 SHORE DR,1787%20SHORE%20DR,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-5658,1787%20SHORE%20DR%20MERRITT%20ISLAND%20FL%2032952-5658
400 HARBOR DR,400%20HARBOR%20DR,CAPE CANAVERAL,%,20,CAPE%20CANAVERAL,%,20,FL,%,20,32920-2043,400%20HARBOR%20DR%20CAPE%20CANAVERAL%20FL%2032920-2043
1670 MORNINGSIDE DR,1670%20MORNINGSIDE%20DR,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-5917,1670%20MORNINGSIDE%20DR%20MERRITT%20ISLAND%20FL%2032952-5917
215 HOLMAN RD,215%20HOLMAN%20RD,CAPE CANAVERAL,%,20,CAPE%20CANAVERAL,%,20,FL,%,20,32920-3918,215%20HOLMAN%20RD%20CAPE%20CANAVERAL%20FL%2032920-3918
301 HOLMAN RD,301%20HOLMAN%20RD,CAPE CANAVERAL,%,20,CAPE%20CANAVERAL,%,20,FL,%,20,32920-3920,301%20HOLMAN%20RD%20CAPE%20CANAVERAL%20FL%2032920-3920
401 HOLMAN RD,401%20HOLMAN%20RD,CAPE CANAVERAL,%,20,CAPE%20CANAVERAL,%,20,FL,%,20,32920-3973,401%20HOLMAN%20RD%20CAPE%20CANAVERAL%20FL%2032920-3973
405 NEWFOUND HARBOR DR,405%20NEWFOUND%20HARBOR%20DR,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-2626,405%20NEWFOUND%20HARBOR%20DR%20MERRITT%20ISLAND%20FL%2032952-2626
1680 MORNINGSIDE DR,1680%20MORNINGSIDE%20DR,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-5917,1680%20MORNINGSIDE%20DR%20MERRITT%20ISLAND%20FL%2032952-5917
105 MARLIN DR,105%20MARLIN%20DR,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-5118,105%20MARLIN%20DR%20MERRITT%20ISLAND%20FL%2032952-5118
115 MARLIN DR,115%20MARLIN%20DR,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-5118,115%20MARLIN%20DR%20MERRITT%20ISLAND%20FL%2032952-5118
755 S TROPICAL TRL,755%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-4952,755%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-4952
234 SERENITY POINT LN,234%20SERENITY%20POINT%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952,234%20SERENITY%20POINT%20LN%20MERRITT%20ISLAND%20FL%2032952
845 S TROPICAL TRL,845%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-4954,845%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-4954
977 S TROPICAL TRL,977%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-5041,977%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-5041
573 ROCKLEDGE DR,573%20ROCKLEDGE%20DR,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-2438,573%20ROCKLEDGE%20DR%20ROCKLEDGE%20FL%2032955-2438
725 S TROPICAL TRL,725%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-4952,725%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-4952
709 ROCKLEDGE DR,709%20ROCKLEDGE%20DR,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-2418,709%20ROCKLEDGE%20DR%20ROCKLEDGE%20FL%2032955-2418
1439 ROCKLEDGE DR,1439%20ROCKLEDGE%20DR,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-3742,1439%20ROCKLEDGE%20DR%20ROCKLEDGE%20FL%2032955-3742
400 SERENDIPITY LN,400%20SERENDIPITY%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-5140,400%20SERENDIPITY%20LN%20MERRITT%20ISLAND%20FL%2032952-5140
1885 S TROPICAL TRL,1885%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-5221,1885%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-5221
2255 S TROPICAL TRL,2255%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-4102,2255%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-4102
2295 S TROPICAL TRL,2295%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-4102,2295%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-4102
1813 ROCKLEDGE DR,1813%20ROCKLEDGE%20DR,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-4909,1813%20ROCKLEDGE%20DR%20ROCKLEDGE%20FL%2032955-4909
3000 S TROPICAL TRL,3000%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6054,3000%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6054
1815 ROCKLEDGE DR,1815%20ROCKLEDGE%20DR,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-4909,1815%20ROCKLEDGE%20DR%20ROCKLEDGE%20FL%2032955-4909
1845 ROCKLEDGE DR,1845%20ROCKLEDGE%20DR,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-4909,1845%20ROCKLEDGE%20DR%20ROCKLEDGE%20FL%2032955-4909
1739 ROCKLEDGE DR,1739%20ROCKLEDGE%20DR,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-4908,1739%20ROCKLEDGE%20DR%20ROCKLEDGE%20FL%2032955-4908
2001 ROCKLEDGE DR,2001%20ROCKLEDGE%20DR,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-5303,2001%20ROCKLEDGE%20DR%20ROCKLEDGE%20FL%2032955-5303
1609 ROCKLEDGE DR,1609%20ROCKLEDGE%20DR,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-4907,1609%20ROCKLEDGE%20DR%20ROCKLEDGE%20FL%2032955-4907
3255 S TROPICAL TRL,3255%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6010,3255%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6010
3505 S TROPICAL TRL,3505%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6120,3505%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6120
2060 ROCKLEDGE DR,2060%20ROCKLEDGE%20DR,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-5326,2060%20ROCKLEDGE%20DR%20ROCKLEDGE%20FL%2032955-5326
3605 S TROPICAL TRL,3605%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6122,3605%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6122
3625 S TROPICAL TRL,3625%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6122,3625%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6122
3675 S TROPICAL TRL,3675%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6122,3675%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6122
3695 S TROPICAL TRL,3695%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6122,3695%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6122
3755 S TROPICAL TRL,3755%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6124,3755%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6124
2221 ROCKLEDGE DR,2221%20ROCKLEDGE%20DR,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-5403,2221%20ROCKLEDGE%20DR%20ROCKLEDGE%20FL%2032955-5403
3120 S COURTENAY PKWY,3120%20S%20COURTENAY%20PKWY,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6018,3120%20S%20COURTENAY%20PKWY%20MERRITT%20ISLAND%20FL%2032952-6018
3225 S TROPICAL TRL,3225%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6010,3225%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6010
2202 ROCKLEDGE DR,2202%20ROCKLEDGE%20DR,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-5404,2202%20ROCKLEDGE%20DR%20ROCKLEDGE%20FL%2032955-5404
1620 SHILP POINT LN,1620%20SHILP%20POINT%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-2916,1620%20SHILP%20POINT%20LN%20MERRITT%20ISLAND%20FL%2032952-2916
2340 ROCKLEDGE DR,2340%20ROCKLEDGE%20DR,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-5406,2340%20ROCKLEDGE%20DR%20ROCKLEDGE%20FL%2032955-5406
1930 GATES RD,1930%20GATES%20RD,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-2905,1930%20GATES%20RD%20MERRITT%20ISLAND%20FL%2032952-2905
2321 ROCKLEDGE DR,2321%20ROCKLEDGE%20DR,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-5405,2321%20ROCKLEDGE%20DR%20ROCKLEDGE%20FL%2032955-5405
2325 ROCKLEDGE DR,2325%20ROCKLEDGE%20DR,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-5405,2325%20ROCKLEDGE%20DR%20ROCKLEDGE%20FL%2032955-5405
2331 ROCKLEDGE DR,2331%20ROCKLEDGE%20DR,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-5400,2331%20ROCKLEDGE%20DR%20ROCKLEDGE%20FL%2032955-5400
3050 NEWFOUND HARBOR DR,3050%20NEWFOUND%20HARBOR%20DR,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-2860,3050%20NEWFOUND%20HARBOR%20DR%20MERRITT%20ISLAND%20FL%2032952-2860
2300 ROCKLEDGE DR,2300%20ROCKLEDGE%20DR,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-5406,2300%20ROCKLEDGE%20DR%20ROCKLEDGE%20FL%2032955-5406
5565 US HIGHWAY 1,5565%20US%20HIGHWAY%201,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-5624,5565%20US%20HIGHWAY%201%20ROCKLEDGE%20FL%2032955-5624
3500 S COURTENAY PKWY,3500%20S%20COURTENAY%20PKWY,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6026,3500%20S%20COURTENAY%20PKWY%20MERRITT%20ISLAND%20FL%2032952-6026
4595 S TROPICAL TRL,4595%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6329,4595%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6329
4413 CROOKED MILE RD,4413%20CROOKED%20MILE%20RD,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6310,4413%20CROOKED%20MILE%20RD%20MERRITT%20ISLAND%20FL%2032952-6310
176 CAMEL LN,176%20CAMEL%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952,176%20CAMEL%20LN%20MERRITT%20ISLAND%20FL%2032952
5040 VALLE COLLINA LN,5040%20VALLE%20COLLINA%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6429,5040%20VALLE%20COLLINA%20LN%20MERRITT%20ISLAND%20FL%2032952-6429
3200 MORRIS MNR,3200%20MORRIS%20MNR,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-2815,3200%20MORRIS%20MNR%20MERRITT%20ISLAND%20FL%2032952-2815
4870 BELIZE LN,4870%20BELIZE%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6430,4870%20BELIZE%20LN%20MERRITT%20ISLAND%20FL%2032952-6430
3172 MORRIS MNR,3172%20MORRIS%20MNR,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-2877,3172%20MORRIS%20MNR%20MERRITT%20ISLAND%20FL%2032952-2877
265 STEWART DR,265%20STEWART%20DR,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6414,265%20STEWART%20DR%20MERRITT%20ISLAND%20FL%2032952-6414
5030 VALLE COLLINA LN,5030%20VALLE%20COLLINA%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6429,5030%20VALLE%20COLLINA%20LN%20MERRITT%20ISLAND%20FL%2032952-6429
3162 MORRIS MNR,3162%20MORRIS%20MNR,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-2877,3162%20MORRIS%20MNR%20MERRITT%20ISLAND%20FL%2032952-2877
5435 S TROPICAL TRL,5435%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-7112,5435%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-7112
5395 FREEDOM LN,5395%20FREEDOM%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6428,5395%20FREEDOM%20LN%20MERRITT%20ISLAND%20FL%2032952-6428
5495 S TROPICAL TRL,5495%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-7112,5495%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-7112
2211 S ATLANTIC AVE,2211%20S%20ATLANTIC%20AVE,COCOA BEACH,%,20,COCOA%20BEACH,%,20,FL,%,20,32931-2236,2211%20S%20ATLANTIC%20AVE%20COCOA%20BEACH%20FL%2032931-2236
5445 S TROPICAL TRL,5445%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-7112,5445%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-7112
5031 VALLE COLLINA LN,5031%20VALLE%20COLLINA%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6429,5031%20VALLE%20COLLINA%20LN%20MERRITT%20ISLAND%20FL%2032952-6429
4345 RANDON LN,4345%20RANDON%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6302,4345%20RANDON%20LN%20MERRITT%20ISLAND%20FL%2032952-6302
4385 CROOKED MILE RD,4385%20CROOKED%20MILE%20RD,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6306,4385%20CROOKED%20MILE%20RD%20MERRITT%20ISLAND%20FL%2032952-6306
5021 VALLE COLLINA LN,5021%20VALLE%20COLLINA%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6429,5021%20VALLE%20COLLINA%20LN%20MERRITT%20ISLAND%20FL%2032952-6429
110 RUBY ST,110%20RUBY%20ST,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-5613,110%20RUBY%20ST%20ROCKLEDGE%20FL%2032955-5613
6235 S TROPICAL TRL,6235%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-7109,6235%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-7109
5765 US HIGHWAY 1,5765%20US%20HIGHWAY%201,ROCKLEDGE,%,20,ROCKLEDGE,%,20,FL,%,20,32955-5734,5765%20US%20HIGHWAY%201%20ROCKLEDGE%20FL%2032955-5734
6215 S TROPICAL TRL,6215%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-7109,6215%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-7109
125 WOODS SOUTH DR,125%20WOODS%20SOUTH%20DR,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6618,125%20WOODS%20SOUTH%20DR%20MERRITT%20ISLAND%20FL%2032952-6618
7575 S TROPICAL TRL,7575%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6703,7575%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6703
6245 S TROPICAL TRL,6245%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952,6245%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952
7825 S TROPICAL TRL,7825%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6707,7825%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6707
7705 S TROPICAL TRL,7705%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6705,7705%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6705
6295 S TROPICAL TRL,6295%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-7109,6295%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-7109
7775 S TROPICAL TRL,7775%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6705,7775%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6705
130 TWIN RIVERS DR,130%20TWIN%20RIVERS%20DR,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6601,130%20TWIN%20RIVERS%20DR%20MERRITT%20ISLAND%20FL%2032952-6601
7905 S TROPICAL TRL,7905%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6709,7905%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6709
7735 S TROPICAL TRL,7735%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6705,7735%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6705
7755 S TROPICAL TRL,7755%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6705,7755%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6705
7155 S TROPICAL TRL,7155%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6608,7155%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6608
7115 S TROPICAL TRL,7115%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6608,7115%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6608
7647 S TROPICAL TRL,7647%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6716,7647%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6716
7655 S TROPICAL TRL,7655%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6716,7655%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6716
905 HIGHWAY A1A,905%20HIGHWAY%20A1A,SATELLITE BEACH,%,20,SATELLITE%20BEACH,%,20,FL,%,20,32937-2325,905%20HIGHWAY%20A1A%20SATELLITE%20BEACH%20FL%2032937-2325
100 CHESS COVE LN,100%20CHESS%20COVE%20LN,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6717,100%20CHESS%20COVE%20LN%20MERRITT%20ISLAND%20FL%2032952-6717
7865 S TROPICAL TRL,7865%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6707,7865%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6707
7875 S TROPICAL TRL,7875%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6707,7875%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6707
7125 S TROPICAL TRL,7125%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6608,7125%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6608
7275 S TROPICAL TRL,7275%20S%20TROPICAL%20TRL,MERRITT ISLAND,%,20,MERRITT%20ISLAND,%,20,FL,%,20,32952-6610,7275%20S%20TROPICAL%20TRL%20MERRITT%20ISLAND%20FL%2032952-6610
